"parameter_id","parameter_name","parameter_description","procedure_id"
"IMPC_HIS_424_001","Optic II nerve - Significance score","optic_ii_nerve_-_significance_score",29
"IMPC_HIS_425_001","Date of sacrifice","date_of_sacrifice",29
"IMPC_YMZ_001_001","Latency to leave start arm","latency_to_leave_start_arm",51
"IMPC_YMZ_002_001","Total arm entries","total_arm_entries",51
"IMPC_YMZ_003_001","Number of triplets","number_of_triplets",51
"IMPC_YMZ_004_001","Number of spontaneous alternations","spontaneous_alternations",51
"IMPC_YMZ_005_001","Alternation ratio per number of triplets","alternation_ratio",51
"IMPC_YMZ_006_001","Number of alternate arm entries","alternate_arm_entries",51
"IMPC_YMZ_007_001","Alternate arm entry ratio per number of triplets","alternate_arm_entry_ratio",51
"IMPC_YMZ_008_001","Number of same arm entries by number of doublets","same_arm_entries",51
"IMPC_YMZ_009_001","Same arm entry ratio per total arm entries","same_arm_entry_ratio",51
"IMPC_YMZ_010_001","Feacal boli (count)","feacal_boli_count",51
"IMPC_YMZ_011_001","Acclimatisation time (minimum)","acclimatisation_time_minimum",51
"IMPC_YMZ_012_001","Arm dimensions","arm_dimensions",51
"IMPC_YMZ_013_001","Light level","light_level",51
"IMPC_YMZ_015_001","Placement in start arm","placement_in_start_arm",51
"IMPC_YMZ_016_001","Cleaning agent/disinfectant","cleaning_agent_disinfectant",51
"IMPC_YMZ_017_001","Tracking method","tracking_method",51
"IMPC_YMZ_018_001","Scoring method","scoring_method",51
"IMPC_YMZ_019_001","Duration at centre prior to arm re-entry","duration_at_centre_prior_to_arm_re_entry",51
"IMPC_YMZ_020_001","Experimenter ID","experimenter_id",51
"IMPC_YMZ_021_001","Maze ID","maze_id",51
"IMPC_YMZ_022_001","Maze manufacturer","maze_manufacturer",51
"IMPC_YMZ_023_001","Maze model","maze_model",51
"IMPC_YMZ_024_001","Tracking equipment ID","tracking_equipment_id",51
"IMPC_YMZ_025_001","Tracking equipment manufacturer","tracking_equipment_manufacturer",51
"IMPC_YMZ_026_001","Tracking equipment model","tracking_equipment_model",51
"IMPC_YMZ_027_001","Date tracking equipment last calibrated","date_tracking_equipment_last_calibrated",51
"IMPC_YMZ_028_001","Software","software",51
"IMPC_YMZ_029_001","Alternating start arm","alternating_start_arm",51
"IMPC_LDT_001_001","Side changes","side_changes",35
"IMPC_LDT_002_001","Light side time spent","light_side_time_spent",35
"IMPC_LDT_003_001","Time mobile light side","time_mobile_light_side",35
"IMPC_LDT_004_001","Dark side time spent","dark_side_time_spent",35
"IMPC_LDT_005_001","Time mobile dark side","time_mobile_dark_side",35
"IMPC_LDT_006_001","Latency to first transition into dark","latency_to_first_transition_into_dark",35
"IMPC_LDT_007_001","Percent time in dark","percent_time_in_dark",35
"IMPC_LDT_008_001","Percent time in light","percent_time_in_light",35
"IMPC_LDT_009_001","Transition","transition",35
"IMPC_LDT_010_001","Light side distance travelled","light_side_distance_travelled",35
"IMPC_LDT_011_001","Dark side distance travelled","dark_side_distance_travelled",35
"IMPC_LDT_012_001","Vertical activity (rearing)","vertical_activity_rearing",35
"IMPC_LDT_013_001","Horizontal activity","horizontal_activity",35
"IMPC_LDT_014_001","Repetitive beam break ('stereotypy counts')","repetitive_beam_break_stereotypy_counts",35
"IMPC_LDT_015_001","Total distance travelled","total_distance_travelled",35
"IMPC_LDT_016_001","Light level light chamber","light_level_light_chamber",35
"IMPC_LDT_017_001","Light level dark chamber","light_level_dark_chamber",35
"IMPC_LDT_018_001","Experimenter ID","experimenter_id",35
"IMPC_LDT_019_001","Start time","start_time",35
"IMPC_LDT_020_001","Arena ID","arena_id",35
"IMPC_LDT_021_001","Arena version","arena_version",35
"IMPC_LDT_022_001","Equipment ID","equipment_id",35
"IMPC_LDT_023_001","Equipment manufacturer","equipment_manufacturer",35
"IMPC_LDT_024_001","Equipment model","equipment_model",35
"IMPC_LDT_025_001","Disinfectant","disinfectant",35
"IMPC_LDT_026_001","Starting position","starting_position",35
"IMPC_LDT_027_001","Light-Dark box's walls opaque","light_dark_box_s_walls_opaque",35
"IMPC_LDT_028_001","Light-Dark box set-up","light_dark_box_set_up",35
"IMPC_LDT_029_001","Light side arena dimensions (L x W x H, in mm)","light_side_arena_dimensions_l_x_w_x_h_in_mm",35
"IMPC_LDT_030_001","Dark side arena dimensions (L x W x H, in mm)","dark_side_arena_dimensions_l_x_w_x_h_in_mm",35
"IMPC_LDT_031_001","Entry way dimensions (L x W x H, in mm)","entry_way_dimensions_l_x_w_x_h_in_mm",35
"IMPC_LDT_032_001","Time spent in the light side in the first 5 minutes","time_spent_in_the_light_side_in_the_first_5_minutes",35
"IMPC_LDT_033_001","Test duration","test_duration",35
"IMPC_LDT_034_001","Software version","software_version",35
"IMPC_HEM_022_001","Date of measurement","date_of_measurement",28
"IMPC_GPP_001_001","Placenta Development","placenta_development",24
"IMPC_GPP_002_001","Placenta Morphology","placenta_morphology",24
"IMPC_GPP_003_001","Placenta Vasculature","placenta_vasculature",24
"IMPC_GPP_004_001","Placenta Size","placenta_size",24
"IMPC_GPP_005_001","Umbilical cord morphology","umbilical_cord_morphology",24
"IMPC_GPP_006_001","Comment on image","comment_on_image",24
"IMPC_GPP_007_001","Images","images",24
"IMPC_GPP_008_001","Experimenter ID","experimenter_id",24
"IMPC_GPP_009_001","Equipment ID","equipment_id",24
"IMPC_GPP_010_001","Equipment Manufacturer","equipment_manufacturer",24
"IMPC_GPP_011_001","Equipment Model","equipment_model",24
"IMPC_GPP_012_001","Fixative","fixative",24
"IMPC_GPP_013_001","Time of Dissection","time_of_dissection",24
"IMPC_GPP_014_001","Somite Stage","somite_stage",24
"IMPC_GPP_015_001","Time of dark cycle start","time_of_dark_cycle_start",24
"IMPC_GPP_016_001","Time of dark cycle end","time_of_dark_cycle_end",24
"IMPC_GPP_017_001","Date equipment last calibrated","date_equipment_last_calibrated",24
"IMPC_GPP_018_001","Placenta color","placenta_color",24
"IMPC_VIA_001_001","Viability Outcome","viability_outcome",48
"IMPC_VIA_002_001","Additional Outcome","additional_outcome",48
"IMPC_VIA_003_001","Total pups","total_pups",48
"IMPC_VIA_004_001","Total pups WT","total_pups_wt",48
"IMPC_VIA_005_001","Total pups heterozygous","total_pups_heterozygous",48
"IMPC_VIA_006_001","Total pups homozygous","total_pups_homozygous",48
"IMPC_VIA_007_001","Total male WT","total_male_wt",48
"IMPC_VIA_008_001","Total male heterozygous","total_male_heterozygous",48
"IMPC_VIA_009_001","Total male homozygous","total_male_homozygous",48
"IMPC_VIA_010_001","Total male pups","total_male_pups",48
"IMPC_VIA_011_001","Total female WT","total_female_wt",48
"IMPC_VIA_012_001","Total female heterozygous","total_female_heterozygous",48
"IMPC_VIA_013_001","Total female homozygous","total_female_homozygous",48
"IMPC_VIA_014_001","Total female pups","total_female_pups",48
"IMPC_VIA_015_001","% pups WT","%_pups_wt",48
"IMPC_VIA_016_001","Free Comment","free_comment",48
"IMPC_VIA_017_001","Average litter size","average_litter_size",48
"IMPC_VIA_018_001","% pups heterozygous","%_pups_heterozygous",48
"IMPC_VIA_019_001","% pups homozygous","%_pups_homozygous",48
"IMPC_VIA_020_001","% male WT","%_male_wt",48
"IMPC_VIA_021_001","% male heterozygous","%_male_heterozygous",48
"IMPC_VIA_022_001","% male homozygous","%_male_homozygous",48
"IMPC_VIA_023_001","% female WT","%_female_wt",48
"IMPC_VIA_024_001","% female heterozygous","%_female_heterozygous",48
"IMPC_VIA_025_001","% female homozygous","%_female_homozygous",48
"IMPC_VIA_028_001","Time of dark cycle start","time_of_dark_cycle_start",48
"IMPC_VIA_029_001","Time of dark cycle end","time_of_dark_cycle_end",48
"IMPC_VIA_031_001","Breeding Strategy","breeding_strategy",48
"IMPC_VIA_032_001","P-value for outcome call","p-value_for_outcome_call",48
"IMPC_VIA_033_001","Additional Subviable Outcome","additional_subviable_outcome",48
"IMPC_WEL_001_001","Welfare terms","Welfare term(s) that categorise the issue(s)",49
"IMPC_WEL_002_001","Free-text comments","Free-text comments describing the welfare issue(s)",49
"IMPC_WEL_003_001","Images","Images to visually document welfare issue(s)",49
"IMPC_WEL_004_001","Date of observation","Date the welfare issue(s) were observed",49
"IMPC_WEL_005_001","Animal Status","animal_status",49
"IMPC_EOL_001_001","Embryo reconstruction","embryo_reconstruction",40
"IMPC_EOL_002_001","Experimenter ID","experimenter_id",40
"IMPC_EOL_003_001","Equipment ID","equipment_id",40
"IMPC_EOL_004_001","Equipment Manufacturer","equipment_manufacturer",40
"IMPC_EOL_005_001","Equipment Model","equipment_model",40
"IMPC_EOL_006_001","Image Pixel Size","image_pixel_size",40
"IMPC_EOL_007_001","E9.5 OPT preperation protocol","e9.5_opt_preperation_protocol",40
"IMPC_EOL_008_001","Date equipment last calibrated","date_equipment_last_calibrated",40
"IMPC_EOL_009_001","Date of Sacrifice","date_of_sacrifice",40
"IMPC_EOL_010_001","Date Preparation Finished","date_preparation_finished",40
"IMPC_EOL_011_001","Date of Scan","date_of_scan",40
"IMPC_EOL_012_001","Screenshots","screenshots",40
"IMPC_EMO_001_001","Embryo reconstruction","embryo_reconstruction",36
"IMPC_EMO_002_001","Experimenter ID","experimenter_id",36
"IMPC_EMO_003_001","Equipment ID","equipment_id",36
"IMPC_EMO_004_001","Equipment Manufacturer","equipment_manufacturer",36
"IMPC_EMO_005_001","Equipment Model","equipment_model",36
"IMPC_EMO_006_001","Equipment Version","equipment_version",36
"IMPC_EMO_007_001","Image Pixel Size","image_pixel_size",36
"IMPC_EMO_008_001","E14.5-E15.5 MicroCT Preparation protocol","e14.5-e15.5_microct_preparation_protocol",36
"IMPC_EMO_009_001","Object to Source","object_to_source",36
"IMPC_EMO_010_001","Camera to Source","camera_to_source",36
"IMPC_EMO_011_001","Date equipment last calibrated","date_equipment_last_calibrated",36
"IMPC_EMO_012_001","Date of Sacrifice","date_of_sacrifice",36
"IMPC_EMO_013_001","Date Preparation Finished","date_preparation_finished",36
"IMPC_EMO_014_001","Date of Scan","date_of_scan",36
"IMPC_EMO_015_001","Source Voltage","source_voltage",36
"IMPC_EMO_016_001","Source Current","source_current",36
"IMPC_EMO_017_002","Screenshots","screenshots",36
"IMPC_EMO_018_001","3rd ventricle","3rd_ventricle",36
"IMPC_EMO_019_001","Median sulcus","median_sulcus",36
"IMPC_EMO_020_001","4th ventricle","4th_ventricle",36
"IMPC_EMO_021_001","Adrenal gland","adrenal_gland",36
"IMPC_EMO_022_001","Aorta","aorta",36
"IMPC_EMO_023_001","Arch of aorta","arch_of_aorta",36
"IMPC_EMO_024_001","Heart atrium","heart_atrium",36
"IMPC_EMO_025_001","basioccipital bone","basioccipital_bone",36
"IMPC_EMO_026_001","Bladder","bladder",36
"IMPC_EMO_027_001","Bronchus","bronchus",36
"IMPC_EMO_028_001","Brown fat","brown_fat",36
"IMPC_EMO_029_001","Dorsal root ganglia","dorsal_root_ganglia",36
"IMPC_EMO_030_001","Carotid artery","carotid_artery",36
"IMPC_EMO_031_001","Cerbral aqueduct","cerbral_aqueduct",36
"IMPC_EMO_032_001","Cerebellum","cerebellum",36
"IMPC_EMO_033_001","4th ventricle choroid plexus","4th_ventricle_choroid_plexus",36
"IMPC_EMO_034_001","lateral ventricle choroid plexus","lateral_ventricle_choroid_plexus",36
"IMPC_EMO_035_001","Clavicle","clavicle",36
"IMPC_EMO_036_001","Cochlea","cochlea",36
"IMPC_EMO_037_001","Cerebral cortex","cerebral_cortex",36
"IMPC_EMO_038_001","Ductus arteriosus","ductus_arteriosus",36
"IMPC_EMO_039_001","Diaphragm","diaphragm",36
"IMPC_EMO_040_001","Diencephalon","diencephalon",36
"IMPC_EMO_041_001","Limb digit","limb_digit",36
"IMPC_EMO_042_001","Dorsal aorta","dorsal_aorta",36
"IMPC_EMO_043_001","Duodenum","duodenum",36
"IMPC_EMO_044_001","Ejaculatory duct","ejaculatory_duct",36
"IMPC_EMO_045_001","Spinal cord cervical region","spinal_cord_cervical_region",36
"IMPC_EMO_046_001","Epiglottis","epiglottis",36
"IMPC_EMO_047_001","Esophagus","esophagus",36
"IMPC_EMO_048_001","Pharyngo-tympanic tube","pharyngo_tympanic_tube",36
"IMPC_EMO_049_001","Exoccipital bone","exoccipital_bone",36
"IMPC_EMO_050_001","Eyelid","eyelid",36
"IMPC_EMO_051_001","Femur","femur",36
"IMPC_EMO_052_001","Fibula","fibula",36
"IMPC_EMO_053_001","T1 rib","t1_rib",36
"IMPC_EMO_054_001","Soft palate","soft_palate",36
"IMPC_EMO_055_001","Palate","palate",36
"IMPC_EMO_056_001","Gallbladder","gallbladder",36
"IMPC_EMO_057_001","Gluteus maximus","gluteus_maximus",36
"IMPC_EMO_058_001","Hepatic duct","hepatic_duct",36
"IMPC_EMO_059_001","Midgut","midgut",36
"IMPC_EMO_060_001","herniated abdominal wall","herniated_abdominal_wall",36
"IMPC_EMO_061_001","Hindbrain","hindbrain",36
"IMPC_EMO_062_001","Hindgut","hindgut",36
"IMPC_EMO_063_001","Hip","hip",36
"IMPC_EMO_064_001","Hippocampus","hippocampus",36
"IMPC_EMO_065_001","Humerus","humerus",36
"IMPC_EMO_066_001","Hyaloid cavity","hyaloid_cavity",36
"IMPC_EMO_067_001","Hyoid bone","hyoid_bone",36
"IMPC_EMO_068_001","Hypothalamus","hypothalamus",36
"IMPC_EMO_069_001","Inferior vena cava","inferior_vena_cava",36
"IMPC_EMO_070_001","Pituitary gland","pituitary_gland",36
"IMPC_EMO_071_001","Pigmented retinal epiithelium","pigmented_retinal_epiithelium",36
"IMPC_EMO_072_001","Innominate artery","innominate_artery",36
"IMPC_EMO_073_001","Interventricular septum","interventricular_septum",36
"IMPC_EMO_074_001","Intraretinal space","intraretinal_space",36
"IMPC_EMO_075_001","Vomeronasal organ","vomeronasal_organ",36
"IMPC_EMO_076_001","Jejunum","jejunum",36
"IMPC_EMO_077_001","Jugular lymph sac","jugular_lymph_sac",36
"IMPC_EMO_078_001","Kidney","kidney",36
"IMPC_EMO_079_001","Kidney pelvis","kidney_pelvix",36
"IMPC_EMO_080_001","Renal cortex","renal_cortex",36
"IMPC_EMO_081_001","Renal medulla","renal_medulla",36
"IMPC_EMO_082_001","Larynx","larynx",36
"IMPC_EMO_083_001","Lateral ventricle","lateral_ventricle",36
"IMPC_EMO_084_001","Lens","lens",36
"IMPC_EMO_085_001","Limb muscle","limb_muscle",36
"IMPC_EMO_086_001","Liver","liver",36
"IMPC_EMO_087_001","Liver lobe","liver_lobe",36
"IMPC_EMO_088_001","Liver caudate lobe","liver_caudate_lobe",36
"IMPC_EMO_089_001","Ductus venosus","ductus_venosus",36
"IMPC_EMO_090_001","Liver left lobe","liver_left_lobe",36
"IMPC_EMO_091_001","Liver right lobe","liver_right_lobe",36
"IMPC_EMO_092_001","Lower jaw molar","lower_jaw_molar",36
"IMPC_EMO_093_001","Right lung cranial lobe","right_lung_cranial_lobe",36
"IMPC_EMO_094_001","Right lung accessory lobe","right_lung_accessory_lobe",36
"IMPC_EMO_095_001","Right lung caudal lobe","right_lung_caudal_lobe",36
"IMPC_EMO_096_001","Left lung","left_lung",36
"IMPC_EMO_097_001","Right lung middle lobe","right_lung_middle_lobe",36
"IMPC_EMO_098_001","Mandible","mandible",36
"IMPC_EMO_099_001","Masseter","masseter",36
"IMPC_EMO_100_001","Meckel's cartilage","meckel_s_cartilage",36
"IMPC_EMO_101_001","Medulla oblongata","medulla_oblongata",36
"IMPC_EMO_102_001","Midbrain","midbrain",36
"IMPC_EMO_103_001","Midbrain roof plate","midbrain_roof_plate",36
"IMPC_EMO_104_001","Mitral valve","mitral_valve",36
"IMPC_EMO_105_001","Nasal capsule","nasal_capsule",36
"IMPC_EMO_106_001","Nasal cavity","nasal_cavity",36
"IMPC_EMO_107_001","Nasal septum","nasal_septum",36
"IMPC_EMO_108_001","Nasopharynx","nasopharynx",36
"IMPC_EMO_109_001","Neural retina","neural_retina",36
"IMPC_EMO_110_001","Olfactory epithelium","olfactory_epithelium",36
"IMPC_EMO_111_001","Olfactory lobe","olfactory_lobe",36
"IMPC_EMO_112_001","Optic nerve","optic_nerve",36
"IMPC_EMO_113_001","Oropharynx","oropharynx",36
"IMPC_EMO_114_001","Oral cavity","oral_cavity",36
"IMPC_EMO_115_001","Ovary","ovary",36
"IMPC_EMO_116_001","Palatal shelf","palatal_shelf",36
"IMPC_EMO_117_001","Pancreas","pancreas",36
"IMPC_EMO_118_001","Parathyroid gland","parathyroid_gland",36
"IMPC_EMO_119_001","Penis","penis",36
"IMPC_EMO_120_001","Pericardial cavity","pericardial_cavity",36
"IMPC_EMO_121_001","Pericardium","pericardium",36
"IMPC_EMO_122_001","Peritoneal cavity","peritoneal_cavity",36
"IMPC_EMO_123_001","Pineal primordium","pineal_primordium",36
"IMPC_EMO_124_001","Pinna","pinna",36
"IMPC_EMO_125_001","Pons","pons",36
"IMPC_EMO_126_001","Portal vein","portal_vein",36
"IMPC_EMO_127_001","Primary palate","primary_palate",36
"IMPC_EMO_128_001","Pulmonary artery","pulmonary_artery",36
"IMPC_EMO_129_001","Quadriceps muscle","quadriceps_muscle",36
"IMPC_EMO_130_001","Radius","radius",36
"IMPC_EMO_131_001","Rathke's pouch","rathke_s_pouch",36
"IMPC_EMO_132_001","Rectum","rectum",36
"IMPC_EMO_133_001","Rib","rib",36
"IMPC_EMO_134_001","S1 vertebral cartilage condensation","s1_vertebral_cartilage_condensation",36
"IMPC_EMO_135_001","Scapula","scapula",36
"IMPC_EMO_136_001","Semicircular canal","semicircular_canal",36
"IMPC_EMO_137_001","Small intestine","small_intestine",36
